;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS, OCUPACIONALES Y DEL EMPLEADOR - SECTOR DE AFILIACIÓN- SEXO - POR GRUPO DE EDAD - 18 A 29 AÑOS, 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;edadcj;genero;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;1_Privado;0_Menor a 15 años;1_Hombre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;0_Menor a 15 años;2_Mujer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;1_Entre 15 y 17 años;1_Hombre;1.957;2.045;2.103;2.073;2.050;2.094;2.178;2.246;2.212;2.186;2.155;2.039;2.180;2.199;2.265;2.282;2.315;2.433;2.433;2.475;2.545;2.467;2.404;2.242;2.445;2.542;2.543;2.654;3.031;3.328;3.524;3.537;3.319;3.186;3.054;2.831;3.003;3.013;2.914;2.823;2.809;2.803;2.855;2.780;2.598;2.449;2.283;2.082;2.123;2.109;2.143;2.140;1.954;1.965;1.951;1.883;1.758;1.726;1.654;1.467;1.521;1.534;1.531;1.620;1.559;1.500;1.483;1.510;1.466;1.385;1.301;1.200;1.148;1.131;1.099;1.099;1.058;1.035;997;970;883;779;699;620;585;608;611;621;586;552;546;521;515;470;437;405;410;361;430;449;439;403;414;457;445;422;384;364;366;364;389;398;403;385;397;415;389;390;390;340;327;328;350;367;344;323;328;308;299;269;245;239;233;235;225;186;172;166;179;194;193;199;184;165;168;173;167;188;195;203;229;232;213;213;206;187;185;194;204;205;221;199;214;237;232;215;220;204;192;191;209
;1_Privado;1_Entre 15 y 17 años;2_Mujer;1.022;1.021;977;966;972;960;1.004;1.019;990;978;908;876;931;954;975;997;1.017;1.100;1.106;1.104;1.085;1.097;1.045;962;1.028;1.021;1.038;1.042;1.173;1.288;1.325;1.379;1.342;1.282;1.219;1.098;1.142;1.103;1.121;1.095;1.090;1.074;1.071;1.037;955;900;858;749;707;723;727;714;707;684;659;638;619;609;551;496;469;442;435;476;479;456;459;475;486;449;432;379;352;331;335;355;336;323;311;328;310;294;246;227;200;185;157;168;178;164;157;145;163;162;149;139;124;121;126;120;123;139;129;124;126;118;112;107;112;112;125;130;126;133;128;126;120;120;111;102;109;119;124;117;118;108;121;128;120;106;100;95;88;90;83;76;73;66;66;63;63;64;76;74;75;78;81;75;83;80;83;83;80;78;80;71;68;73;69;76;79;81;84;89;82;85;80;71;71;72;67
;1_Privado;2_Entre 18 y 29 años;1_Hombre;318.304;314.413;315.350;316.304;315.649;317.236;321.473;324.078;330.269;332.058;334.344;331.856;334.462;331.502;337.208;341.113;344.331;349.817;353.069;357.134;363.073;368.509;371.849;371.056;374.842;377.318;384.000;392.095;406.599;418.191;426.557;434.742;439.810;444.097;447.724;444.987;450.058;446.992;450.185;453.401;457.661;460.358;465.699;467.626;470.049;476.457;479.770;473.890;480.673;475.633;479.013;483.111;483.653;483.111;486.409;488.130;491.429;495.126;498.349;491.653;495.505;491.583;491.042;493.321;494.180;493.510;494.991;501.453;507.239;511.884;511.631;504.243;503.040;494.839;495.586;493.398;492.550;490.593;487.822;483.810;481.811;476.399;468.198;455.850;445.242;436.056;431.599;427.694;424.505;421.019;419.108;419.446;420.378;421.291;420.254;414.975;415.401;410.909;414.990;413.196;412.663;410.738;410.445;411.328;412.555;414.639;415.946;412.093;414.847;411.253;413.433;416.152;415.947;416.164;417.758;419.771;419.872;422.513;422.423;416.985;416.008;411.309;409.483;413.156;411.885;408.933;411.538;410.550;411.252;407.951;409.043;403.852;406.227;401.543;393.274;360.872;341.018;335.561;335.770;335.839;340.478;346.423;350.109;349.612;350.366;349.306;352.641;354.723;357.492;360.608;362.064;365.109;370.205;374.223;376.925;375.529;378.769;376.426;380.149;382.257;386.059;385.572;387.304;390.609;394.283;397.988;399.548;395.253;395.189;388.545;390.810
;1_Privado;2_Entre 18 y 29 años;2_Mujer;180.200;177.631;177.594;178.555;178.115;178.179;179.280;180.200;183.669;185.010;186.530;185.983;185.733;183.440;186.173;189.100;190.970;193.779;195.481;197.707;201.659;204.345;206.798;206.840;207.020;206.844;210.045;215.739;222.200;226.332;229.637;233.684;237.621;240.442;243.187;242.699;243.093;240.311;242.477;245.431;247.409;247.701;248.703;250.259;252.917;255.891;258.459;256.305;257.592;254.677;255.462;258.081;259.151;258.971;259.489;259.552;261.822;263.954;266.603;264.474;265.602;263.593;262.719;264.435;265.732;265.177;264.210;266.771;269.918;272.102;273.337;271.085;268.757;265.410;265.350;265.606;265.784;265.264;263.400;261.268;261.516;260.155;257.767;253.956;248.215;243.194;239.778;237.864;235.421;232.571;230.025;229.494;230.437;230.366;229.883;227.151;226.263;223.823;224.177;224.498;225.878;225.808;224.549;225.166;227.234;228.137;229.015;227.760;228.542;226.617;227.015;229.226;229.808;229.529;229.605;230.953;232.636;234.300;235.571;232.848;232.481;230.066;229.314;232.271;231.829;230.723;231.699;231.768;233.308;231.839;233.822;231.392;231.146;228.534;224.251;206.125;191.344;183.816;180.769;179.484;181.344;183.538;186.133;185.885;186.923;186.613;188.090;189.548;189.800;191.569;193.181;194.973;198.233;200.748;203.204;202.603;203.732;203.175;204.866;207.313;209.542;209.791;210.238;212.001;214.875;217.053;218.909;217.213;217.090;214.372;215.110
;1_Privado;3_Entre 30 y 44 años;1_Hombre;342.569;341.300;343.488;346.422;347.902;351.174;355.412;358.261;363.868;366.719;369.625;369.294;373.774;372.109;377.725;381.872;386.642;393.129;396.656;401.232;407.465;413.697;417.695;419.541;425.372;430.092;436.963;444.846;457.612;469.076;477.790;485.170;491.891;497.546;502.464;503.891;511.619;511.810;517.459;521.549;528.377;533.194;538.877;543.213;547.947;554.872;559.207;558.012;567.317;566.515;570.773;575.032;577.553;580.258;585.059;588.145;591.470;595.731;598.871;596.291;601.091;600.043;599.933;600.833;602.401;604.328;606.221;611.611;617.319;621.420;622.189;618.891;620.960;617.143;619.775;616.737;617.270;617.887;618.331;616.955;617.183;613.921;608.480;599.492;594.797;588.726;587.004;582.902;580.590;580.223;579.831;580.748;581.267;582.676;581.834;579.024;580.134;576.224;579.487;577.869;577.984;577.798;579.074;580.108;581.309;583.427;584.759;582.401;586.123;583.758;586.543;589.236;590.638;592.201;594.294;596.977;597.967;601.346;601.248;597.925;598.629;595.903;595.782;598.432;599.081;598.359;600.969;600.787;601.874;600.231;599.781;596.201;599.288;595.846;590.333;564.578;547.539;543.469;543.578;541.468;544.291;547.618;549.667;549.280;548.798;549.235;552.911;553.666;557.053;560.504;561.728;563.590;566.936;570.000;571.152;569.673;571.690;571.321;575.224;575.853;579.129;579.954;582.974;586.863;588.929;591.605;592.016;587.975;586.874;581.944;584.396
;1_Privado;3_Entre 30 y 44 años;2_Mujer;184.429;183.884;184.891;186.906;188.169;189.787;191.348;192.977;196.134;198.072;199.894;200.574;203.017;201.499;203.881;207.063;209.721;212.996;215.254;217.628;222.007;225.143;227.785;229.024;231.755;233.315;236.583;242.662;249.074;253.896;258.106;262.326;267.116;270.857;273.883;275.195;279.030;278.663;281.539;285.056;288.751;290.849;293.246;295.764;299.252;303.023;305.398;305.504;309.460;308.477;310.332;313.049;316.019;317.855;319.749;320.709;323.562;326.134;327.301;326.968;330.295;329.883;329.501;330.500;333.108;334.092;334.615;336.371;339.495;341.519;342.417;341.569;342.492;341.238;341.693;341.970;343.309;343.861;343.612;343.194;344.872;344.703;343.718;341.565;340.264;337.304;334.871;333.319;332.490;330.853;329.588;329.340;330.359;330.994;330.201;329.000;329.801;328.599;328.698;328.573;330.451;331.269;331.819;332.542;334.440;336.254;336.965;336.430;338.330;337.369;337.734;340.159;341.787;342.418;343.090;344.315;346.787;348.782;349.365;348.668;350.040;348.390;348.159;350.926;351.886;351.765;352.532;352.604;354.772;355.057;355.361;354.235;355.614;353.426;351.161;339.381;326.265;318.558;314.818;313.236;314.735;315.995;317.180;317.023;318.613;318.876;320.574;321.975;324.043;325.876;327.765;329.827;332.736;335.295;336.435;336.021;338.566;339.157;340.555;342.448;345.409;346.474;347.536;349.638;351.974;354.317;355.023;354.306;355.510;353.959;355.140
;1_Privado;4_Entre 45 y 64 años;1_Hombre;170.643;170.973;172.338;173.963;175.156;177.340;179.549;180.497;183.627;185.426;187.163;187.614;190.347;189.884;192.891;195.236;198.384;202.990;206.029;209.090;213.127;216.998;220.153;222.190;226.394;229.357;233.678;238.194;245.224;252.372;258.135;263.095;267.528;271.817;275.551;277.995;283.250;285.001;288.533;291.213;295.941;299.749;304.320;307.960;311.539;316.035;319.462;320.532;325.849;326.818;329.955;332.355;334.755;337.552;341.637;344.912;347.709;350.774;352.921;352.852;356.063;356.636;357.069;357.500;358.673;360.544;362.172;365.347;368.342;370.369;371.599;370.911;371.663;370.220;371.394;370.520;370.703;371.638;372.647;372.673;373.323;372.504;370.842;367.240;365.138;362.268;361.407;359.369;358.617;358.690;359.197;359.877;360.648;361.686;361.832;361.099;360.902;359.743;361.227;360.101;360.177;360.543;362.701;363.885;364.926;366.492;367.468;367.392;368.893;367.651;368.964;369.951;371.072;372.683;374.410;376.389;376.924;378.745;379.000;378.215;378.288;377.265;377.561;378.689;379.358;379.486;381.043;381.096;381.788;381.670;381.296;380.040;380.900;379.081;377.151;365.731;356.987;354.445;353.496;352.052;352.627;353.927;354.605;355.049;353.769;353.774;355.640;355.879;357.358;359.892;361.122;362.571;364.579;366.231;367.392;367.290;368.053;367.942;369.648;369.852;371.960;373.684;376.059;378.945;380.735;382.719;383.840;383.011;382.398;380.885;382.962
