;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS, OCUPACIONALES Y DEL EMPLEADOR - SECTOR DE AFILIACIÓN - SEXO - POR GRUPO DE EDAD, 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;edadc;genero;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;1_Privado;0_Menor a 15 años;1_Hombre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;0_Menor a 15 años;2_Mujer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;1_Entre 15 y 24 años;1_Hombre;155.658;153.184;153.751;154.011;153.379;153.661;156.043;157.738;160.828;161.594;162.678;160.747;161.732;160.087;163.280;165.251;166.819;169.695;171.434;173.687;177.024;180.198;182.005;181.026;183.129;184.198;187.855;192.600;201.337;208.384;213.311;218.587;221.065;223.228;225.178;222.714;225.037;222.905;224.323;226.191;228.049;229.533;232.960;234.113;235.083;238.415;239.997;235.965;239.355;235.904;237.706;239.942;239.671;238.722;240.089;240.781;242.376;244.208;246.280;241.706;243.473;240.785;239.954;241.686;242.082;241.399;242.242;246.717;249.750;252.847;252.795;248.129;246.990;241.584;241.832;240.581;239.970;238.436;236.464;233.860;232.299;228.706;223.841;216.501;209.401;203.731;200.692;198.456;196.283;193.368;191.759;191.509;191.967;192.096;191.633;188.362;188.443;185.277;187.964;187.215;186.871;185.437;185.021;185.488;186.473;186.922;187.515;185.145;186.162;184.277;185.042;186.507;185.838;185.402;185.801;186.783;186.283;187.351;187.624;184.420;183.669;180.729;179.392;181.234;180.274;178.228;179.409;178.995;179.036;176.928;177.735;174.574;175.162;172.834;168.039;150.177;139.998;137.296;137.447;137.453;140.301;143.953;146.129;145.815;146.302;145.280;146.574;147.964;149.363;150.822;151.673;153.639;156.782;159.510;161.043;160.126;162.031;160.767;162.498;163.681;165.798;165.312;165.906;167.645;169.813;172.138;173.097;171.002;171.039;167.518;168.783
;1_Privado;1_Entre 15 y 24 años;2_Mujer;85.955;84.281;84.015;84.377;83.965;83.787;84.356;84.888;86.592;87.220;88.056;87.405;86.618;85.235;86.983;88.556;89.559;91.159;92.172;93.577;95.741;97.135;98.583;98.387;98.161;97.813;99.510;102.628;106.433;108.918;110.787;113.245;115.053;116.499;118.092;117.430;116.662;114.864;115.970;117.681;118.558;118.372;118.988;119.928;120.971;122.440;124.087;122.531;122.259;120.323;120.520;122.052;122.343;121.889;121.849;121.794;122.563;123.758;125.497;124.163;124.022;122.327;121.687;122.748;123.239;122.651;121.986;124.003;125.434;126.517;127.639;126.297;123.905;121.473;121.276;121.500;121.391;120.893;119.698;118.539;118.267;117.365;115.903;113.500;109.267;106.062;103.935;102.770;100.964;98.887;97.298;97.081;97.239;97.132;96.775;95.029;94.041;92.532;92.920;93.331;93.788;93.447;92.424;92.810;93.490;93.560;93.857;93.043;92.844;91.673;91.864;92.735;92.523;91.957;91.813;92.386;92.817;93.229;93.875;92.416;91.574;90.329;89.880;91.070;90.498;89.640;90.139;90.058;90.648;89.635;90.834;89.235;88.392;86.926;84.141;74.227;67.193;63.753;62.189;61.495;62.164;63.398;64.931;64.673;64.901;64.527;65.071;65.870;65.778;66.480;67.190;67.870;69.524;71.022;72.329;72.019;72.218;71.708;72.379;73.727;74.913;74.903;75.032;75.934;77.624;79.067;80.459;79.728;79.492;78.217;78.855
;1_Privado;2_Entre 25 y 34 años;1_Hombre;306.888;305.019;306.333;308.179;308.584;311.223;315.010;317.411;322.813;325.031;327.531;326.804;330.412;328.423;333.466;337.350;341.018;346.315;349.515;353.100;358.309;363.224;366.296;367.066;371.221;374.160;379.956;386.670;398.043;407.262;414.443;420.319;425.211;429.612;432.741;432.706;438.831;437.681;441.880;444.585;449.616;452.448;456.203;458.305;461.163;466.494;469.566;466.501;473.574;471.250;474.270;477.712;478.868;479.802;483.236;484.918;487.554;490.695;492.725;488.882;492.409;490.305;490.076;490.858;491.597;492.129;493.220;497.055;501.997;504.772;504.580;499.599;500.196;495.225;496.803;494.355;493.912;493.387;492.505;490.266;489.587;485.934;479.935;471.043;465.098;458.753;456.233;452.754;450.478;449.574;448.907;449.648;450.471;451.542;450.292;446.997;447.819;444.440;447.112;445.373;445.069;444.464;444.942;445.992;446.586;448.637;449.705;447.144;450.173;447.473;450.089;452.494;453.504;454.762;456.746;458.875;459.948;462.985;462.699;459.164;459.366;456.225;455.988;459.420;459.405;458.050;460.421;459.695;460.750;458.656;458.652;454.928;457.708;453.682;447.742;422.387;405.382;400.792;400.713;400.046;403.295;407.098;409.539;409.054;409.269;409.231;413.050;414.196;416.882;419.719;420.935;422.818;426.142;428.500;429.999;428.675;430.951;429.778;433.168;434.621;437.503;437.726;440.183;443.202;445.622;448.287;449.003;445.132;444.917;439.343;441.642
;1_Privado;2_Entre 25 y 34 años;2_Mujer;173.322;172.376;172.975;174.264;174.756;175.600;176.809;178.004;180.978;182.447;183.918;184.313;185.916;184.523;186.439;189.164;191.093;193.847;195.470;197.257;200.818;203.292;205.297;205.939;207.391;207.973;210.727;215.885;221.251;224.795;227.889;231.245;235.324;237.985;240.236;240.689;243.217;241.833;244.060;246.424;248.836;249.893;251.013;252.555;255.420;258.425;260.123;259.118;262.257;260.534;261.723;263.700;265.490;266.406;267.546;267.762;270.180;271.876;273.035;271.587;273.965;273.194;272.677;273.710;275.351;275.427;274.923;276.020;278.993;280.786;281.205;279.740;279.920;278.327;278.487;278.472;279.128;279.101;278.002;276.695;277.731;276.975;275.584;272.884;270.552;267.394;265.140;263.695;262.420;260.740;259.159;258.777;259.818;260.036;259.285;257.595;258.108;256.594;256.635;256.416;258.056;258.543;258.358;258.853;260.957;262.494;263.216;262.454;264.142;263.073;263.532;266.021;267.538;267.843;268.254;269.523;271.886;274.097;275.116;273.411;274.613;272.872;272.723;275.819;276.354;275.896;276.581;276.793;278.707;278.233;278.990;277.522;278.865;276.839;274.254;260.758;247.520;240.231;237.367;236.179;238.105;239.726;241.209;241.290;242.903;243.078;244.830;246.055;247.439;249.308;251.028;252.936;255.760;257.793;259.535;259.036;260.995;261.180;262.672;264.629;266.898;267.621;268.315;269.928;272.299;274.154;275.120;273.796;274.419;272.139;272.751
