;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS, OCUPACIONALES Y DEL EMPLEADOR - SEXO - POR CONDICIÓN DE TRABAJO, 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;genero;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;1_Cuenta Propia;1_Hombre;9.244;9.523;9.970;10.274;10.561;10.947;11.365;11.742;12.111;12.563;12.979;13.520;14.443;14.854;15.554;16.239;16.997;18.770;20.069;20.960;22.103;23.319;24.593;25.757;28.904;30.431;32.021;33.806;35.505;38.003;39.786;41.503;43.212;45.078;46.848;48.593;50.980;52.555;54.085;55.502;57.208;58.825;60.527;62.270;63.930;66.037;67.976;69.271;71.051;72.281;73.601;75.194;76.706;78.494;80.345;81.892;83.119;84.456;85.599;86.284;88.351;88.777;88.826;88.551;88.363;88.322;87.917;87.700;87.700;87.396;87.306;87.041;87.545;87.294;87.239;87.133;87.167;87.161;86.993;86.613;86.687;86.524;86.607;86.493;86.354;86.058;85.665;85.150;84.840;84.533;84.270;83.996;83.935;83.600;83.370;83.182;83.003;82.871;82.766;82.586;82.437;82.394;84.034;84.926;85.741;85.972;86.419;86.950;88.963;89.067;88.944;89.109;89.358;89.678;90.024;90.559;91.349;91.710;92.698;93.274;94.318;94.466;95.290;95.181;95.452;95.671;95.662;96.124;96.772;97.143;97.606;97.826;98.519;98.986;99.259;99.587;99.743;99.680;99.596;100.435;101.018;101.386;101.803;101.921;102.788;103.046;103.711;104.347;104.795;105.168;105.740;106.068;106.423;106.642;106.721;106.783;107.819;108.074;108.550;108.924;109.300;109.651;110.058;110.596;111.051;111.374;111.515;111.598;112.129;112.041;112.564
;1_Cuenta Propia;2_Mujer;7.285;7.466;7.656;7.787;7.990;8.201;8.502;8.778;8.946;9.215;9.523;9.910;10.600;10.948;11.509;12.135;12.676;13.345;14.184;15.005;15.987;16.981;17.948;18.817;20.400;21.263;22.337;23.545;24.640;26.095;27.469;28.861;30.201;31.592;33.005;34.425;36.184;37.154;38.327;39.383;40.751;42.109;43.619;44.863;46.067;47.355;48.678;49.270;50.699;51.642;52.664;53.667;54.555;55.715;56.882;57.877;58.517;59.158;59.716;60.151;60.946;61.010;61.002;60.758;60.564;60.591;60.311;60.072;60.054;59.723;59.623;59.244;59.400;59.311;59.289;59.196;59.219;59.119;59.019;58.884;58.906;58.734;58.652;58.472;58.285;58.239;58.139;57.802;57.559;57.494;57.335;57.245;57.230;57.014;56.911;56.832;56.723;56.676;56.865;56.791;56.628;56.597;58.223;59.075;59.779;60.059;60.417;60.630;62.369;62.318;61.965;62.123;62.368;62.607;62.891;63.433;64.237;64.416;65.359;65.794;66.588;66.790;67.764;67.602;67.714;68.140;68.325;68.711;68.946;69.380;69.853;70.127;70.553;70.859;71.047;71.300;71.818;72.107;72.347;73.262;74.007;74.533;75.077;75.221;75.942;76.287;76.888;77.689;78.345;78.860;79.556;80.089;80.586;80.912;81.072;81.106;82.187;82.590;83.193;83.642;84.063;84.400;84.813;85.339;85.805;86.068;86.136;86.112;86.711;86.533;86.895
;2_Patronos;1_Hombre;14.316;14.565;14.817;15.058;15.362;15.634;16.047;16.420;16.918;17.390;17.704;17.973;18.785;19.138;19.791;20.477;21.231;22.340;23.235;24.146;25.352;26.480;27.464;28.203;29.947;31.339;32.581;34.025;36.291;38.743;40.489;42.097;43.460;44.791;45.791;46.596;48.439;49.318;50.384;51.308;52.694;54.027;55.181;56.337;57.541;58.569;59.331;59.579;61.139;61.546;62.312;63.104;63.747;64.484;65.117;65.677;66.332;66.876;67.369;67.304;68.223;68.351;68.353;68.413;68.472;68.547;68.490;68.942;69.437;69.725;69.943;69.654;69.800;69.611;69.720;69.448;69.354;69.450;69.298;69.209;69.116;68.713;68.313;67.730;67.523;67.028;66.570;65.933;65.387;64.910;64.539;64.292;64.177;63.977;63.737;63.379;63.365;63.148;63.048;62.843;62.882;62.697;62.730;62.742;62.807;62.717;62.640;62.369;62.811;62.567;62.683;62.655;62.530;62.428;62.325;62.370;62.507;62.521;62.301;61.800;62.041;61.849;61.871;61.770;61.621;61.383;61.223;60.962;60.949;60.649;60.399;59.993;59.973;59.696;59.148;57.491;55.811;54.803;53.924;53.129;52.800;52.505;52.271;51.897;51.604;51.494;51.401;51.136;51.064;50.890;50.603;50.497;50.482;50.415;50.179;49.921;49.949;49.646;49.563;49.268;49.107;48.919;48.856;48.828;48.668;48.519;48.335;47.985;47.814;47.515;47.528
;2_Patronos;2_Mujer;8.432;8.573;8.747;8.941;9.109;9.325;9.606;9.813;10.126;10.425;10.636;10.836;11.339;11.569;11.982;12.492;13.077;13.860;14.433;14.963;15.705;16.410;17.059;17.522;18.604;19.276;20.020;20.977;22.422;23.706;24.773;25.747;26.602;27.409;28.102;28.568;29.772;30.352;31.160;31.859;32.745;33.514;34.252;34.986;35.712;36.472;37.001;37.219;38.126;38.329;38.689;39.271;39.720;40.213;40.445;40.685;41.064;41.453;41.783;41.762;42.361;42.469;42.435;42.434;42.472;42.581;42.471;42.761;42.958;43.135;43.146;43.032;43.302;43.185;43.190;43.108;43.027;42.964;42.773;42.638;42.663;42.544;42.424;42.104;42.353;41.955;41.574;41.290;41.094;40.731;40.382;40.188;40.120;39.981;39.836;39.662;39.750;39.564;39.474;39.342;39.379;39.355;39.517;39.579;39.694;39.707;39.657;39.598;39.815;39.643;39.674;39.654;39.640;39.651;39.584;39.552;39.580;39.692;39.651;39.475;39.624;39.502;39.518;39.513;39.416;39.234;39.162;39.034;39.079;38.876;38.684;38.475;38.567;38.391;38.163;37.154;35.564;34.496;33.648;33.098;32.858;32.649;32.449;32.217;32.235;32.107;32.129;32.028;31.975;31.977;31.865;31.857;31.962;31.992;32.016;31.880;31.926;31.784;31.776;31.651;31.681;31.579;31.485;31.522;31.478;31.384;31.252;31.110;31.061;30.876;30.839
;3_Asalariados;1_Hombre;1.039.578;1.036.848;1.042.156;1.052.194;1.055.511;1.063.635;1.073.237;1.077.196;1.097.884;1.105.374;1.113.273;1.109.798;1.113.038;1.116.907;1.133.215;1.144.550;1.157.281;1.175.060;1.184.779;1.196.807;1.213.450;1.228.903;1.239.477;1.241.746;1.246.418;1.259.686;1.276.828;1.297.276;1.330.056;1.357.587;1.378.723;1.396.219;1.411.196;1.424.908;1.435.741;1.435.200;1.443.744;1.444.639;1.459.101;1.469.976;1.483.222;1.494.390;1.509.004;1.517.274;1.525.915;1.543.736;1.555.129;1.547.979;1.563.137;1.563.406;1.572.094;1.583.603;1.590.706;1.595.849;1.607.701;1.614.341;1.623.182;1.633.509;1.641.621;1.629.925;1.633.200;1.632.648;1.634.048;1.639.584;1.645.005;1.650.593;1.658.868;1.674.327;1.691.520;1.705.666;1.709.872;1.696.961;1.695.249;1.684.496;1.690.637;1.685.775;1.687.496;1.688.500;1.688.628;1.683.736;1.683.450;1.675.551;1.660.082;1.633.833;1.606.697;1.589.866;1.584.508;1.574.763;1.571.249;1.567.874;1.566.845;1.568.915;1.570.632;1.577.281;1.577.499;1.569.137;1.567.968;1.560.630;1.571.186;1.566.914;1.568.799;1.566.649;1.567.815;1.572.801;1.574.808;1.582.490;1.586.949;1.581.480;1.585.709;1.578.991;1.585.952;1.592.478;1.596.498;1.601.032;1.606.606;1.612.334;1.612.246;1.622.330;1.622.673;1.612.958;1.606.496;1.598.901;1.595.593;1.599.465;1.602.661;1.593.336;1.599.778;1.596.454;1.599.908;1.595.386;1.597.007;1.586.147;1.586.839;1.577.262;1.560.963;1.490.334;1.444.359;1.431.297;1.429.437;1.424.990;1.431.243;1.439.559;1.446.223;1.445.627;1.440.607;1.440.200;1.448.479;1.450.607;1.458.396;1.467.611;1.471.140;1.476.938;1.486.686;1.494.582;1.500.139;1.497.996;1.499.129;1.499.112;1.509.283;1.511.543;1.521.391;1.525.248;1.532.563;1.543.990;1.551.839;1.559.833;1.564.923;1.558.288;1.553.942;1.542.742;1.547.617
;3_Asalariados;2_Mujer;658.176;654.421;656.246;668.579;675.092;680.616;682.337;685.251;705.119;711.606;717.351;718.850;717.417;718.670;727.657;737.890;748.002;762.914;771.643;779.744;792.544;802.925;810.273;812.966;811.360;817.077;825.951;841.774;860.125;873.021;883.143;893.286;907.354;919.256;929.729;934.076;936.174;937.962;951.117;963.110;970.404;976.550;982.899;988.650;997.337;1.008.918;1.019.026;1.018.597;1.023.875;1.030.820;1.035.041;1.043.890;1.052.699;1.057.875;1.061.738;1.063.902;1.071.632;1.079.958;1.085.989;1.083.848;1.081.610;1.085.985;1.088.587;1.095.232;1.102.259;1.107.240;1.110.064;1.116.086;1.128.305;1.138.816;1.145.609;1.141.036;1.137.882;1.135.894;1.139.013;1.140.012;1.145.842;1.149.172;1.149.302;1.145.363;1.149.330;1.149.079;1.145.065;1.137.195;1.120.366;1.111.821;1.106.619;1.102.738;1.102.597;1.096.855;1.094.486;1.093.001;1.094.805;1.099.274;1.099.434;1.096.415;1.092.464;1.091.669;1.094.218;1.094.371;1.102.096;1.103.779;1.101.257;1.107.156;1.111.555;1.118.484;1.122.450;1.122.704;1.122.365;1.120.731;1.122.812;1.129.643;1.136.485;1.139.564;1.142.316;1.143.407;1.147.568;1.154.793;1.158.406;1.155.174;1.151.825;1.148.130;1.145.404;1.149.180;1.152.723;1.148.161;1.150.150;1.146.577;1.154.385;1.154.475;1.157.953;1.153.755;1.147.622;1.142.936;1.134.894;1.099.001;1.059.670;1.036.522;1.023.942;1.018.006;1.018.423;1.018.973;1.023.040;1.022.364;1.018.052;1.018.269;1.022.134;1.025.047;1.029.903;1.034.388;1.038.449;1.042.587;1.049.357;1.054.269;1.058.713;1.059.665;1.056.160;1.059.615;1.064.908;1.069.140;1.076.290;1.080.459;1.083.301;1.089.425;1.097.042;1.102.843;1.108.009;1.108.027;1.104.935;1.102.662;1.104.691
