;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;AGREGACIONES ADICIONALES  - ACTIVIDAD DE LA EMPRESA - POR RAMA DE ACTIVIDAD ECONÓMICA CIIU 4 A NIVEL 1 (SECCIÓN), 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;ciiu4_1;Descripción;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22
;Activas;A;Agricultura, ganadería,  silvicultura y pesca.;130.812;129.183;130.480;131.181;131.753;133.221;136.473;138.422;140.712;141.741;142.237;140.996;144.180;142.678;143.634;145.875;146.304;148.403;151.365;152.074;153.694;155.188;156.604;156.130;160.014;160.044;162.584;165.578;170.517;176.174;180.519;183.466;184.529;186.095;186.633;186.405;192.461;190.087;189.377;191.019;191.360;190.068;192.566;193.350;193.451;195.362;196.136;194.018;197.943;194.281;194.017;195.535;196.043;197.283;200.337;201.138;202.019;203.647;204.457;203.200;208.389;205.255;203.985;205.980;206.252;206.520;209.097;211.232;213.166;217.110;217.920;215.877;219.279;213.409;211.997;212.280;212.354;211.991;214.103;213.961;214.008;214.948;214.230;212.267;221.391;216.707;213.549;214.765;214.335;214.439;215.152;217.027;219.203;220.539;220.638;219.256;221.673;218.594;218.639;219.503;219.608;219.768;221.331;222.439;223.957;226.097;225.972;224.001;225.242;223.453;222.179;225.454;225.782;225.592;227.767;228.769;229.707;231.735;231.161;229.837;231.813;228.102;225.585;227.721;226.347;225.490;227.777;228.493;229.544;229.503;229.342;228.053;231.531;227.505;222.863;212.277;209.114;209.458;210.734;212.211;216.460;218.059;218.445;218.010;222.886;221.590;220.177;223.651;223.832;224.645;226.638;228.667;230.861;232.623;234.164;233.490;236.432;233.162;231.418;232.214;230.840;229.021;230.126;231.073;232.669;235.215;235.500;233.203
;Activas;B;Explotación de minas y canteras.;16.224;16.187;16.216;17.092;17.049;17.032;17.024;17.164;17.781;17.725;18.141;18.258;18.858;19.704;20.659;19.989;20.274;20.657;20.339;19.878;19.367;19.681;20.104;20.212;20.535;20.757;21.564;21.742;22.306;23.058;23.647;24.146;24.807;25.367;25.668;25.508;26.098;26.444;27.148;26.986;27.303;28.359;29.380;30.119;30.175;30.392;31.351;31.928;37.239;37.755;38.623;39.897;40.095;39.576;38.950;39.061;39.381;40.001;40.299;39.856;40.468;39.990;39.989;40.809;41.111;40.976;41.425;41.998;42.527;42.740;42.456;41.571;41.229;40.497;39.808;38.800;37.776;37.523;38.018;37.598;37.130;36.964;35.500;34.618;34.173;34.696;34.964;34.757;34.449;34.775;34.946;35.740;35.814;36.004;35.540;34.850;33.662;33.035;32.812;32.738;32.901;33.004;33.060;33.116;33.404;33.610;33.908;33.581;33.977;34.341;34.736;35.057;35.332;35.612;36.236;36.407;36.511;36.733;36.866;36.451;36.370;36.193;36.800;37.143;37.752;37.741;37.645;37.905;38.046;37.811;37.288;36.494;36.265;36.167;35.940;33.770;31.656;30.836;30.934;31.122;31.893;32.761;33.733;33.600;27.104;27.467;27.792;27.862;28.170;28.567;29.045;29.352;29.883;30.119;30.849;30.920;30.802;30.943;31.374;31.513;31.657;31.402;31.714;32.145;32.169;32.450;32.564;31.871
;Activas;C;Industrias manufactureras.;264.084;263.311;263.515;265.126;264.354;267.171;271.120;273.489;277.727;279.954;282.723;281.927;283.949;284.500;288.359;291.675;293.553;298.204;301.332;305.319;309.024;312.824;314.939;316.400;317.445;319.290;323.898;327.079;334.221;341.858;348.754;353.644;356.199;360.263;362.798;362.372;365.161;365.003;368.664;370.118;373.136;375.259;378.768;379.565;380.429;383.327;383.872;382.584;381.354;379.812;380.700;381.987;382.793;384.429;386.088;387.402;388.301;390.453;391.518;388.568;390.952;390.480;390.592;392.069;392.455;393.492;396.013;399.422;404.229;406.390;407.223;404.232;406.867;402.643;404.551;404.129;403.055;403.246;404.623;403.617;403.705;401.367;397.861;393.349;391.877;384.380;381.409;378.467;376.299;375.998;375.013;375.543;375.911;375.821;375.368;373.752;374.297;371.558;373.171;372.029;372.274;372.487;374.503;375.592;377.054;378.066;377.507;377.063;379.376;377.224;379.262;379.139;378.243;379.050;380.900;383.141;383.211;383.685;382.490;379.950;379.961;377.381;376.014;376.644;374.863;374.425;377.506;378.272;377.395;374.879;374.165;370.630;372.692;370.089;368.179;357.059;347.085;341.030;337.682;335.210;336.690;339.142;339.680;337.188;345.206;346.342;348.908;348.288;348.915;350.124;350.910;352.572;355.627;357.725;357.590;355.993;356.446;356.314;359.158;359.574;362.418;364.314;365.482;367.791;367.859;367.295;365.314;362.397
;Activas;D;Suministro de electricidad, gas, vapor y aire acondicionado.;18.443;16.307;14.671;14.745;14.989;14.972;15.925;15.315;15.198;15.206;15.133;15.130;15.004;15.151;15.421;15.365;15.532;15.481;14.873;15.086;15.219;15.247;15.370;15.399;15.700;15.798;16.039;16.220;16.343;16.380;16.576;16.770;16.694;16.643;16.830;17.047;16.857;17.032;17.348;17.334;17.297;17.477;17.454;17.768;17.827;17.735;17.769;17.600;17.622;17.933;18.308;18.448;18.575;18.822;19.165;19.506;20.053;20.138;20.116;19.953;19.430;19.694;20.005;20.376;20.362;20.410;20.427;20.107;20.137;20.175;20.430;20.379;20.182;20.409;20.628;20.814;20.819;21.006;20.974;21.170;21.348;21.135;21.122;21.020;20.754;20.699;21.035;21.042;20.834;20.899;20.559;20.702;20.866;20.899;20.591;20.228;19.844;19.984;20.237;20.116;19.990;20.009;19.860;20.041;20.115;20.156;19.891;19.919;19.778;19.855;19.864;19.783;19.781;19.807;19.696;19.748;19.975;20.031;20.075;19.882;19.368;19.486;19.620;19.511;19.344;19.133;19.181;19.288;19.365;19.062;19.119;18.821;18.764;18.696;18.722;18.281;18.118;17.983;18.218;18.294;18.344;18.365;18.356;18.515;18.471;18.550;18.783;19.069;19.304;19.452;19.348;19.612;19.709;19.833;20.021;20.023;19.964;20.028;20.333;20.276;20.456;20.527;20.583;20.775;21.008;21.189;21.218;21.220
;Activas;E;"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.";10.935;11.041;11.196;11.236;11.308;11.196;11.196;11.038;11.040;11.093;11.119;11.088;11.190;11.271;11.394;11.445;11.543;11.624;12.531;12.632;13.220;15.225;13.482;13.478;12.366;12.369;12.527;13.043;13.648;13.941;13.897;14.099;14.163;14.330;14.583;14.574;14.784;14.884;14.778;14.946;15.097;15.219;15.300;15.283;15.305;15.369;15.441;15.354;16.335;16.532;16.587;16.907;17.187;17.381;17.081;17.100;17.125;17.209;17.311;17.299;17.088;17.263;17.324;17.293;17.308;17.298;17.352;17.642;17.818;17.917;17.977;17.973;17.925;18.038;18.109;18.105;18.224;18.315;18.480;18.429;18.575;18.673;18.707;18.609;18.374;18.589;18.610;18.541;18.593;18.562;18.559;18.558;18.779;18.911;18.825;18.859;18.641;18.655;18.885;18.990;19.131;19.181;19.177;19.212;19.299;19.437;19.548;19.451;20.095;20.015;20.281;20.381;20.469;20.534;20.595;20.644;20.737;20.887;20.975;20.875;20.752;20.844;21.008;21.011;21.114;21.199;21.126;21.189;21.369;21.418;21.713;21.689;21.699;21.785;21.887;21.585;21.737;22.328;22.272;21.707;21.591;21.561;21.529;24.111;22.166;22.337;22.366;22.270;22.363;22.476;22.574;22.717;22.767;22.830;22.683;22.628;22.901;23.758;23.576;23.130;23.170;23.261;23.307;23.357;23.558;24.122;23.820;23.715
;Activas;F;Construcción.;52.081;51.884;53.174;53.334;54.529;55.634;57.598;58.322;59.907;59.807;59.655;57.872;58.360;58.031;60.166;60.336;61.878;66.484;67.671;69.817;72.996;74.021;75.497;75.828;78.932;80.542;83.081;84.852;90.144;94.191;98.002;102.482;104.643;106.191;107.222;106.048;111.644;111.755;113.758;115.895;120.288;123.564;127.452;130.579;132.557;135.754;136.939;135.164;142.072;142.259;144.463;147.698;148.652;149.267;153.876;156.723;158.726;159.538;159.992;155.504;158.780;158.641;157.750;157.125;155.952;155.552;155.694;158.594;161.189;161.752;160.091;155.313;156.911;154.842;156.905;154.307;154.465;155.605;155.278;154.150;152.489;148.604;143.759;133.514;128.370;125.673;125.812;123.146;122.994;122.355;124.135;126.137;126.904;128.752;129.113;126.374;126.875;125.664;127.561;125.616;123.183;120.252;119.044;117.526;115.465;115.286;115.382;113.355;113.071;112.053;112.740;113.312;113.590;112.932;113.161;114.135;113.638;114.239;113.584;110.551;110.279;108.350;107.954;108.131;108.220;107.337;107.801;106.701;106.815;103.843;102.861;100.962;102.623;101.993;98.364;80.675;76.878;81.101;84.158;85.146;85.008;86.658;87.734;86.844;86.194;85.637;86.685;86.577;87.873;89.795;89.826;88.885;90.517;91.491;91.028;89.345;88.890;88.260;90.140;89.995;91.489;91.840;94.038;96.346;97.366;98.144;98.187;95.927
