;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS, OCUPACIONALES Y DEL EMPLEADOR - SEXO - POR RAMA DE ACTIVIDAD ECONÓMICA CIIU 4 A NIVEL 1 (SECCIÓN), 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones (CIIU Rev. 4);Descripción;genero;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;A;Agricultura, ganadería,  silvicultura y pesca.;1_Hombre;92.945;92.646;94.282;94.527;95.421;96.778;98.457;100.626;102.599;103.693;104.340;103.738;105.679;105.439;106.761;108.182;108.859;110.339;111.916;112.237;113.175;114.320;115.732;115.314;117.825;118.711;120.723;123.009;126.603;131.066;133.691;135.563;136.460;137.393;137.992;138.262;141.990;141.184;141.139;142.355;141.966;141.199;142.577;142.950;142.754;143.847;144.075;143.367;145.154;143.539;143.516;144.190;144.763;145.998;147.970;148.362;148.886;150.082;150.748;149.971;152.191;150.815;150.267;151.506;151.489;151.962;153.485;155.411;156.171;159.251;160.061;158.831;160.082;156.782;156.077;156.338;156.670;156.381;157.270;156.975;156.994;157.630;157.312;155.962;163.130;160.525;158.509;159.239;159.539;160.159;160.266;160.927;162.183;163.119;163.300;162.640;163.475;162.106;162.579;163.486;163.150;163.144;163.990;164.543;165.579;167.175;167.151;165.757;166.710;166.094;165.480;167.577;167.772;167.796;168.603;169.073;169.524;170.762;170.491;169.487;170.023;168.477;167.153;168.244;167.229;166.952;168.185;168.435;168.868;169.115;168.932;168.002;169.817;168.010;165.366;159.505;157.432;157.767;158.280;158.569;159.942;161.707;161.958;161.620;164.318;164.121;163.637;165.515;165.667;166.455;167.578;168.649;169.943;171.096;171.862;171.901;172.812;171.680;170.735;170.766;169.661;168.652;169.027;169.302;170.021;171.872;172.048;170.099;171.255;169.425;168.646
;A;Agricultura, ganadería,  silvicultura y pesca.;2_Mujer;35.160;34.470;33.921;33.942;34.038;34.298;35.382;35.797;35.927;35.830;35.777;35.231;35.731;34.741;34.558;34.872;34.930;35.531;37.000;37.555;38.052;38.403;38.575;38.178;38.765;38.418;38.572;39.389;40.200;41.239;42.906;43.982;44.074;44.770;45.046;44.694;45.575;44.718;44.067;44.519;44.641;44.704;45.945;46.568;46.707;47.447;47.657;47.040;47.385;46.390;45.993;46.597;46.554;46.791;47.947;48.441;48.756;49.227;49.542;49.446;50.591;49.549;48.846;49.504;49.479;49.759;50.804;51.225;51.974;52.922;53.182;52.689;53.351;51.626;50.766;50.735;50.442;50.539;51.703;52.135;52.208;52.510;52.390;51.899;52.938;51.547;50.485;50.755;50.310;49.951;50.716;51.838;52.628;53.123;53.054;52.488;53.051;52.053;51.428;51.626;51.828;51.899;52.865;53.342;53.910;54.365;54.231;53.850;53.743;53.028;52.459;53.171;53.260;53.099;54.329;54.810;55.356;55.987;55.988;55.783;56.317;54.745;53.598;54.350;53.926;53.657;54.720;55.368;55.810;55.782;55.783;55.435;56.322;54.778;53.166;48.587;47.393;47.436;48.300;49.557;50.992;52.153;52.468;52.385;53.851;53.019;52.103;53.476;53.496;53.482;54.484;55.267;56.247;56.877;57.189;56.947;57.999;56.766;55.911;56.678;56.248;55.798;56.524;57.113;57.788;58.522;58.609;58.487;58.958;57.734;56.874
;B;Explotación de minas y canteras.;1_Hombre;14.007;13.983;14.111;14.598;14.814;14.823;14.779;14.857;15.393;15.397;15.697;15.948;16.441;17.139;18.053;17.725;17.895;18.291;17.959;17.449;16.897;17.183;17.552;17.676;17.955;18.100;18.822;18.999;19.481;20.160;20.712;21.175;21.822;22.318;22.568;22.453;22.902;23.218;23.786;23.576;23.833;24.789;25.629;26.379;26.412;26.649;27.502;28.067;32.898;33.288;34.208;35.325;35.506;34.922;34.390;34.442;34.736;35.267;35.520;35.184;35.637;35.252;35.076;35.999;36.306;36.163;36.298;37.040;37.598;37.820;37.552;36.647;36.305;35.695;35.099;34.095;33.102;32.872;33.303;33.038;32.597;32.385;31.152;30.359;30.319;30.881;31.081;30.910;30.647;30.886;31.068;31.791;31.831;32.091;31.620;30.915;29.730;29.058;28.743;28.529;28.568;28.708;28.751;28.805;29.081;29.231;29.510;29.216;29.568;29.913;30.236;30.526;30.733;30.966;31.493;31.610;31.671;31.868;32.035;31.717;31.584;31.362;31.816;32.147;32.663;32.721;32.490;32.709;32.830;32.653;32.204;31.487;31.319;31.240;31.009;29.062;27.112;26.428;26.510;26.658;27.408;28.178;29.054;28.982;23.453;23.757;24.067;24.106;24.401;24.694;25.078;25.393;25.839;26.056;26.707;26.825;26.700;26.876;27.250;27.327;27.410;27.187;27.424;27.772;27.782;28.008;28.051;27.497;27.036;26.794;26.890
;B;Explotación de minas y canteras.;2_Mujer;1.903;1.892;1.909;1.924;1.953;2.001;2.024;2.076;2.092;2.107;2.104;2.100;2.135;2.181;2.235;1.981;2.007;2.046;2.062;2.077;2.108;2.128;2.165;2.182;2.215;2.284;2.331;2.357;2.420;2.469;2.484;2.526;2.572;2.613;2.646;2.660;2.698;2.768;2.828;2.857;2.884;2.934;3.041;3.102;3.106;3.109;3.164;3.200;3.621;3.683;3.742;3.819;3.836;3.854;3.889;3.933;3.929;3.990;4.062;4.072;4.069;4.083;4.126;4.174;4.159;4.175;4.202;4.246;4.234;4.228;4.233;4.220;4.233;4.158;4.112;4.104;4.039;4.002;3.998;3.979;3.947;3.914;3.816;3.775;3.768;3.730;3.745;3.656;3.628;3.659;3.629;3.617;3.649;3.625;3.680;3.728;3.770;3.764;3.805;3.787;3.779;3.788;3.774;3.782;3.807;3.829;3.834;3.830;3.841;3.868;3.926;3.979;4.039;4.104;4.170;4.198;4.205;4.212;4.212;4.199;4.204;4.250;4.362;4.384;4.429;4.422;4.504;4.550;4.574;4.554;4.514;4.477;4.365;4.403;4.428;4.275;4.066;3.937;3.921;3.916;3.935;4.011;4.087;4.071;3.087;3.126;3.155;3.161;3.169;3.238;3.293;3.337;3.384;3.420;3.471;3.461;3.432;3.451;3.498;3.536;3.546;3.563;3.606;3.672;3.694;3.738;3.777;3.738;3.673;3.677;3.757
;C;Industrias manufactureras.;1_Hombre;183.192;182.232;182.469;183.529;183.015;185.607;188.507;190.094;193.141;194.991;196.643;195.947;196.867;197.481;199.834;201.999;203.157;206.653;209.347;211.907;214.348;217.187;218.280;219.241;219.138;220.175;223.127;224.867;229.886;235.424;240.383;243.446;245.051;247.830;249.674;249.675;250.516;250.539;252.924;253.775;255.551;257.461;259.964;260.589;261.690;263.350;263.947;263.227;260.166;259.546;260.164;260.372;260.823;262.703;264.161;265.089;265.741;267.041;267.592;265.498;266.184;266.225;266.013;266.905;266.488;267.745;269.656;272.336;276.437;278.169;278.856;277.365;278.250;275.799;277.010;275.979;275.296;275.311;277.162;276.863;276.736;275.051;272.919;269.946;267.120;261.989;260.372;258.684;256.904;257.793;257.340;257.802;258.147;258.193;257.958;257.435;257.046;255.004;256.245;255.140;254.761;254.767;257.438;258.376;259.441;259.841;259.831;259.955;260.395;258.602;259.969;259.897;259.196;259.953;261.550;262.987;263.191;263.308;262.813;261.176;260.221;258.343;257.420;257.430;256.043;256.140;258.229;258.826;258.528;256.989;256.482;254.668;255.257;253.231;252.141;244.432;238.478;235.540;234.452;233.126;234.580;236.266;236.476;235.341;240.873;241.565;243.109;242.325;242.923;243.838;244.589;245.707;247.601;248.832;248.672;247.956;247.449;247.357;249.020;249.088;250.961;252.368;253.528;255.005;255.302;254.816;253.487;251.825;250.398;248.576;249.627
;C;Industrias manufactureras.;2_Mujer;77.827;78.056;78.042;78.296;78.285;78.526;79.419;80.363;81.336;82.078;83.007;83.097;83.475;83.896;85.201;86.238;86.744;87.635;88.350;89.630;90.667;91.654;92.525;93.168;94.009;94.815;96.494;97.428;99.535;101.449;103.287;105.193;106.101;107.384;108.163;107.924;109.073;109.242;110.413;111.032;111.722;112.102;113.128;113.543;113.138;114.049;114.419;114.356;115.054;114.627;114.871;115.699;115.884;115.884;116.078;116.392;116.735;117.544;118.120;117.311;118.556;118.519;118.961;119.408;119.841;119.662;120.216;121.163;121.700;122.223;122.649;121.553;122.060;121.290;121.826;122.460;122.089;122.290;121.977;121.351;121.598;120.972;119.929;118.743;119.528;117.673;116.269;115.171;114.827;113.613;113.120;113.156;113.209;113.075;112.585;112.075;112.377;112.002;112.315;112.520;112.843;112.999;112.557;112.649;112.866;113.403;113.101;112.648;114.283;114.352;114.778;114.624;114.431;114.394;114.713;115.459;115.415;115.398;115.200;114.580;114.892;114.444;114.144;114.596;114.021;113.653;114.126;114.441;114.019;113.326;113.029;111.765;112.404;112.343;111.879;108.871;104.817;101.556;99.434;98.189;98.164;98.715;99.078;98.163;100.088;100.840;101.658;101.748;101.791;101.873;102.012;102.458;103.448;104.450;104.560;103.969;104.560;104.837;105.623;106.036;106.804;107.251;107.430;107.952;107.916;107.793;107.289;106.290;106.712;106.278;106.889
