;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;AGREGACIONES ADICIONALES  - ACTIVIDAD DE LA EMPRESA - POR RAMA DE ACTIVIDAD ECONÓMICA CIIU 4 A NIVEL 1 (SECCIÓN), 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;ciiu4_1;Descripción;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22
;Activas;A;Agricultura, ganadería,  silvicultura y pesca.;128.105;127.116;128.203;128.469;129.459;131.076;133.839;136.423;138.526;139.523;140.117;138.969;141.410;140.180;141.319;143.054;143.789;145.870;148.916;149.792;151.227;152.723;154.307;153.492;156.590;157.129;159.295;162.398;166.803;172.305;176.597;179.545;180.534;182.163;183.038;182.956;187.565;185.902;185.206;186.874;186.607;185.903;188.522;189.518;189.461;191.294;191.732;190.407;192.539;189.929;189.509;190.787;191.317;192.789;195.917;196.803;197.642;199.309;200.290;199.417;202.782;200.364;199.113;201.010;200.968;201.721;204.289;206.636;208.145;212.173;213.243;211.520;213.433;208.408;206.843;207.073;207.112;206.920;208.973;209.110;209.202;210.140;209.702;207.861;216.040;212.044;208.967;209.967;209.830;210.091;210.962;212.745;214.791;216.223;216.335;215.108;216.522;214.155;214.003;215.108;214.975;215.040;216.852;217.882;219.486;221.537;221.381;219.606;219.963;218.671;217.531;220.379;220.702;220.567;222.777;223.786;224.796;226.667;226.411;225.211;226.292;223.176;220.722;222.567;221.127;220.583;222.880;223.778;224.652;224.871;224.712;223.434;226.137;222.785;218.529;208.088;204.824;205.202;206.579;208.125;210.933;213.859;214.425;214.004;218.168;217.139;215.739;218.990;219.162;219.936;222.061;223.915;226.189;227.972;229.050;228.847;230.810;228.445;226.645;227.443;225.908;224.449;225.550;226.414;227.808;230.393;230.656;228.585
;Activas;B;Explotación de minas y canteras.;15.910;15.875;16.020;16.522;16.767;16.824;16.803;16.933;17.485;17.504;17.801;18.048;18.576;19.320;20.288;19.706;19.902;20.337;20.021;19.526;19.005;19.311;19.717;19.858;20.170;20.384;21.153;21.356;21.901;22.629;23.196;23.701;24.394;24.931;25.214;25.113;25.600;25.986;26.614;26.433;26.717;27.723;28.670;29.481;29.518;29.758;30.666;31.267;36.519;36.971;37.950;39.144;39.342;38.776;38.279;38.375;38.665;39.257;39.582;39.256;39.706;39.335;39.202;40.173;40.465;40.338;40.500;41.286;41.832;42.048;41.785;40.867;40.538;39.853;39.211;38.199;37.141;36.874;37.301;37.017;36.544;36.299;34.968;34.134;33.623;34.158;34.387;34.157;33.889;34.188;34.354;35.083;35.151;35.388;35.001;34.349;33.124;32.526;32.267;32.222;32.344;32.493;32.523;32.585;32.886;33.058;33.342;33.044;33.379;33.755;34.136;34.481;34.751;35.052;35.645;35.790;35.858;36.063;36.231;35.900;35.728;35.552;36.164;36.520;37.083;37.129;36.980;37.245;37.390;37.178;36.689;35.943;35.636;35.597;35.392;33.292;31.172;30.359;30.426;30.569;31.338;32.184;33.136;33.048;26.536;26.879;27.218;27.264;27.567;27.929;28.369;28.728;29.221;29.474;30.176;30.284;30.130;30.325;30.746;30.861;30.954;30.748;31.028;31.442;31.474;31.744;31.826;31.233
;Activas;C;Industrias manufactureras.;261.019;260.288;260.511;261.825;261.300;264.133;267.926;270.457;274.477;277.069;279.650;279.044;280.342;281.377;285.035;288.237;289.901;294.288;297.697;301.537;305.015;308.841;310.805;312.409;313.147;314.990;319.621;322.295;329.421;336.873;343.670;348.639;351.152;355.214;357.837;357.599;359.589;359.781;363.337;364.807;367.273;369.563;373.092;374.132;374.828;377.399;378.366;377.583;375.220;374.173;375.035;376.071;376.707;378.587;380.239;381.481;382.476;384.585;385.712;382.809;384.740;384.744;384.974;386.313;386.329;387.407;389.872;393.499;398.137;400.392;401.505;398.918;400.274;397.055;398.804;398.410;397.356;397.572;399.111;398.188;398.309;395.998;392.823;388.664;386.613;379.628;376.607;373.818;371.698;371.373;370.426;370.926;371.324;371.236;370.512;369.478;369.298;366.881;368.429;367.539;367.485;367.648;369.887;370.919;372.271;373.210;372.922;372.599;374.361;372.664;374.477;374.283;373.424;374.153;376.075;378.265;378.436;378.549;377.863;375.618;374.819;372.550;371.348;371.818;369.876;369.615;372.317;373.233;372.516;370.286;369.484;366.407;367.595;365.537;363.996;353.279;343.276;337.077;333.868;331.299;332.728;334.968;335.541;333.491;340.948;342.392;344.754;344.060;344.701;345.698;346.588;348.154;351.038;353.268;353.221;351.914;351.998;352.183;354.632;355.110;357.751;359.605;360.944;362.943;363.204;362.595;360.762;358.101
;Activas;D;Suministro de electricidad, gas, vapor y aire acondicionado.;14.401;14.451;14.537;14.601;14.842;14.828;15.062;15.186;15.062;15.065;14.959;14.994;14.856;15.000;15.278;15.218;15.381;15.319;14.707;14.934;15.065;15.077;15.215;15.257;15.588;15.696;15.917;16.098;16.109;16.263;16.431;16.609;16.571;16.538;16.709;16.950;16.736;16.926;17.147;17.189;17.183;17.343;17.328;17.608;17.701;17.581;17.629;17.469;17.479;17.773;18.144;18.275;18.379;18.634;18.958;19.285;19.798;19.912;19.882;19.703;19.193;19.445;19.763;20.117;20.106;20.169;20.163;19.873;19.872;19.914;20.198;20.157;19.944;20.165;20.373;20.550;20.561;20.776;20.772;20.948;21.145;20.940;20.929;20.887;20.614;20.596;20.904;20.897;20.723;20.763;20.442;20.559;20.744;20.771;20.490;20.114;19.746;19.878;20.089;19.988;19.857;19.882;19.716;19.904;19.971;20.010;19.775;19.804;19.643;19.734;19.721;19.636;19.633;19.646;19.554;19.619;19.775;19.796;19.829;19.684;19.167;19.298;19.390;19.293;19.079;18.882;18.910;19.022;19.068;18.808;18.868;18.611;18.531;18.463;18.481;18.097;17.962;17.825;18.060;18.129;18.149;18.163;18.156;18.292;18.207;18.338;18.533;18.776;18.980;19.039;19.027;19.259;19.372;19.503;19.644;19.674;19.559;19.680;19.969;19.923;20.063;20.141;20.199;20.236;20.510;20.683;20.751;20.704
;Activas;E;"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.";10.881;10.981;11.134;11.167;11.236;11.130;11.129;10.970;10.978;11.029;11.054;11.031;11.057;11.131;11.254;11.322;11.403;11.490;12.398;12.498;13.043;13.871;13.392;13.312;12.258;12.263;12.437;12.895;13.427;13.710;13.793;13.980;14.036;14.207;14.456;14.465;14.659;14.788;14.657;14.822;14.961;15.102;15.184;15.167;15.181;15.254;15.318;15.259;16.193;16.416;16.472;16.695;17.046;17.245;16.938;16.953;16.973;17.062;17.168;17.169;16.957;17.133;17.202;17.151;17.171;17.142;17.218;17.481;17.654;17.761;17.848;17.853;17.770;17.886;17.968;17.973;18.079;18.165;18.339;18.289;18.430;18.537;18.576;18.488;18.230;18.461;18.488;18.430;18.467;18.449;18.444;18.441;18.651;18.777;18.704;18.752;18.506;18.539;18.764;18.871;19.008;19.056;19.050;19.087;19.184;19.291;19.415;19.326;19.943;19.891;20.116;20.246;20.337;20.394;20.460;20.507;20.598;20.749;20.848;20.736;20.587;20.681;20.799;20.865;20.884;21.019;20.963;21.047;21.193;21.233;21.549;21.543;21.511;21.634;21.741;21.457;21.602;22.167;22.110;21.578;21.461;21.381;21.392;21.826;21.888;22.160;22.215;22.137;22.215;22.314;22.403;22.539;22.601;22.627;22.488;22.492;22.691;23.561;23.328;22.980;22.996;23.094;23.141;23.181;23.343;23.709;23.676;23.562
;Activas;F;Construcción.;50.599;50.615;51.867;52.060;53.094;54.244;56.092;56.961;58.348;58.380;58.066;56.552;56.912;56.646;58.558;58.734;60.141;64.553;65.679;67.700;70.412;71.749;73.286;73.672;76.442;77.993;80.479;82.190;86.974;91.009;94.770;98.783;101.017;102.378;103.401;102.790;107.008;107.807;109.660;111.539;115.517;118.620;122.463;125.430;127.514;130.054;131.933;130.746;135.882;136.803;139.144;141.945;143.020;143.873;147.946;150.924;152.737;153.649;154.075;150.642;152.921;153.081;152.388;151.713;150.410;149.658;150.241;153.179;155.357;156.033;154.654;150.792;151.519;150.109;151.567;149.226;149.272;150.381;150.122;149.237;147.411;143.702;138.943;129.671;124.150;121.781;121.692;119.194;118.820;118.213;119.836;121.851;122.447;124.399;124.958;122.511;122.525;121.739;123.252;121.324;119.166;116.360;114.998;113.721;111.757;111.496;111.574;109.676;109.182;108.356;108.942;109.219;109.596;108.875;109.026;109.870;109.504;109.964;109.562;106.719;106.071;104.457;104.035;104.285;104.283;103.432;103.586;102.604;102.324;99.885;98.890;97.227;98.422;98.163;95.059;78.275;74.399;78.330;81.062;81.896;81.749;83.312;84.250;83.542;82.674;82.363;83.281;83.140;84.324;86.010;86.040;85.145;86.506;87.371;86.957;85.546;84.868;84.604;86.141;86.148;87.538;87.906;89.692;91.724;92.719;93.541;93.641;91.693
