;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS, OCUPACIONALES Y DEL EMPLEADOR - SECTOR DE AFILIACIÓN- SEXO - POR GRUPO DE EDAD - 18 A 29 AÑOS, 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;edadcj;genero;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;1_Privado;0_Menor a 15 años;1_Hombre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;0_Menor a 15 años;2_Mujer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;1_Entre 15 y 17 años;1_Hombre;1.937;2.035;2.095;2.065;2.046;2.090;2.171;2.231;2.203;2.175;2.145;2.027;2.168;2.186;2.257;2.270;2.305;2.418;2.422;2.464;2.534;2.462;2.390;2.228;2.433;2.520;2.527;2.629;3.009;3.307;3.505;3.508;3.297;3.171;3.036;2.819;2.975;2.988;2.892;2.806;2.785;2.776;2.826;2.771;2.585;2.433;2.269;2.071;2.100;2.100;2.130;2.129;1.945;1.952;1.936;1.866;1.741;1.704;1.633;1.454;1.503;1.521;1.518;1.610;1.545;1.487;1.473;1.501;1.452;1.373;1.287;1.187;1.136;1.125;1.092;1.096;1.049;1.023;987;960;873;767;689;613;579;602;606;616;581;549;543;518;512;468;433;401;403;356;423;445;435;398;408;453;432;408;369;352;355;351;377;386;393;372;386;403;379;380;380;332;318;320;341;366;343;322;328;307;297;266;244;238;231;234;223;184;170;164;177;193;191;197;183;164;167;171;166;186;193;202;225;232;212;210;204;186;184;193;201;203;221;197;211;233;228;212;211;200;191;191;206
;1_Privado;1_Entre 15 y 17 años;2_Mujer;1.014;1.014;973;960;965;953;999;1.016;983;970;901;872;920;947;968;995;1.014;1.093;1.104;1.100;1.082;1.094;1.037;959;1.024;1.018;1.034;1.039;1.169;1.282;1.319;1.370;1.327;1.273;1.209;1.090;1.134;1.099;1.117;1.089;1.079;1.064;1.065;1.030;948;895;851;741;699;719;720;706;700;678;652;634;615;602;546;491;462;435;430;469;473;450;456;469;481;446;427;376;346;323;331;351;332;319;307;325;308;291;245;226;200;184;156;166;176;162;156;144;162;161;148;137;123;120;124;118;121;136;126;121;124;115;109;102;106;106;118;125;122;131;126;124;118;118;111;102;108;119;123;117;116;107;121;128;120;106;100;95;88;90;83;76;73;66;66;63;63;63;75;73;75;78;81;74;82;78;81;81;78;76;78;69;66;71;67;74;77;79;81;87;80;84;79;70;71;72;66
;1_Privado;2_Entre 18 y 29 años;1_Hombre;312.178;309.405;310.500;311.135;310.639;312.464;316.225;319.406;325.135;327.352;329.536;327.673;329.070;326.690;331.796;335.387;338.725;343.968;347.380;351.231;356.826;361.987;365.727;365.257;367.807;370.743;377.141;384.416;398.079;409.711;417.932;425.789;430.752;434.902;438.822;436.811;439.274;437.298;440.133;443.243;446.918;449.751;455.013;457.404;459.914;465.393;469.085;464.817;468.163;464.659;467.889;471.386;472.363;472.381;475.262;477.247;480.195;483.978;487.290;482.183;483.706;480.814;479.854;482.070;482.868;481.759;483.776;490.428;495.855;500.521;500.763;494.747;491.426;484.633;484.738;482.820;481.662;480.015;477.539;474.128;471.919;466.878;459.505;448.454;436.789;428.423;423.474;419.908;416.807;413.569;411.458;411.643;412.591;413.645;412.780;408.221;407.165;403.345;406.831;405.466;404.584;402.637;402.597;403.623;404.765;406.525;407.778;404.836;405.836;403.428;405.554;408.054;407.852;407.992;409.457;411.499;412.022;414.038;414.648;409.689;407.495;403.594;402.159;405.141;403.998;401.704;403.534;402.953;403.721;400.560;401.719;397.184;398.066;394.610;387.233;355.920;336.449;330.798;330.566;330.636;334.453;340.465;344.395;343.419;343.795;343.658;346.617;348.744;351.306;354.131;355.584;358.358;363.388;367.389;370.185;369.333;371.115;370.058;373.223;375.272;378.577;378.258;379.851;382.945;386.288;389.717;391.249;387.665;386.238;381.351;383.342
;1_Privado;2_Entre 18 y 29 años;2_Mujer;177.399;175.201;175.189;176.006;175.602;175.724;176.763;177.810;180.979;182.331;183.989;183.640;182.945;180.933;183.382;186.216;188.014;190.752;192.449;194.649;198.405;201.040;203.665;203.923;203.428;203.415;206.514;211.684;217.887;222.039;225.324;229.305;232.910;235.680;238.486;238.322;237.728;235.548;237.215;240.018;241.928;242.302;243.319;244.961;247.496;250.185;252.828;251.285;251.335;248.778;249.540;251.774;253.101;253.061;253.506;253.797;255.883;257.987;260.507;259.095;259.276;257.499;256.495;257.817;259.325;258.701;258.063;260.587;263.296;265.389;266.845;265.422;262.059;259.248;259.042;259.330;259.562;259.127;257.419;255.492;255.713;254.494;252.517;249.171;242.873;238.376;235.027;233.208;230.882;228.190;225.539;224.985;225.822;225.757;225.433;222.971;221.465;219.346;219.641;220.000;221.146;221.119;220.002;220.520;222.415;223.176;224.243;223.385;223.302;222.082;222.365;224.217;224.937;224.739;224.886;226.163;227.974;229.367;230.919;228.650;227.497;225.490;224.986;227.479;227.152;226.264;227.086;227.279;228.695;227.432;229.419;227.434;226.357;224.394;220.531;203.039;188.435;180.868;177.823;176.582;177.902;180.363;183.012;182.843;183.406;183.384;184.780;186.139;186.365;187.889;189.478;191.238;194.397;196.911;199.395;199.034;199.540;199.314;200.840;203.207;205.458;205.851;206.178;207.768;210.559;212.792;214.724;213.400;212.582;210.565;211.022
;1_Privado;3_Entre 30 y 44 años;1_Hombre;332.703;332.546;335.306;337.860;339.491;343.045;346.520;350.133;355.251;358.432;361.160;361.344;364.782;363.512;368.754;372.616;377.334;383.203;386.836;391.260;397.100;402.779;406.891;408.858;413.912;418.781;425.320;431.755;443.884;455.206;463.583;470.822;477.346;482.646;487.895;489.364;494.923;496.415;501.456;505.478;511.466;516.348;522.070;526.345;530.869;536.906;541.442;541.394;547.718;548.143;552.190;556.040;558.503;561.514;566.060;569.253;572.315;576.311;579.478;577.941;580.996;580.597;580.143;581.527;582.535;584.145;586.558;592.114;597.157;601.303;602.491;600.081;600.597;597.991;600.308;597.593;597.863;598.555;599.479;598.625;598.559;595.685;591.172;583.304;577.682;572.485;570.156;566.833;564.590;564.448;563.948;564.759;565.375;566.971;566.349;564.066;563.715;560.700;563.423;562.039;562.019;561.618;563.433;564.435;565.622;567.448;568.462;566.828;568.790;567.691;570.274;572.427;573.967;575.363;577.368;579.780;581.080;583.796;584.520;581.688;581.419;579.318;579.512;581.476;581.529;581.778;584.019;584.150;585.125;583.387;583.401;580.475;582.099;579.784;575.500;551.415;534.632;530.423;530.081;528.103;530.014;533.483;535.568;534.660;534.022;535.139;538.488;539.060;542.174;545.249;546.668;548.347;551.508;554.260;555.294;554.515;555.437;556.155;559.395;559.946;562.951;563.788;566.542;570.036;572.206;574.341;574.825;571.588;569.532;566.075;568.375
;1_Privado;3_Entre 30 y 44 años;2_Mujer;179.193;179.087;180.214;182.103;183.377;184.978;186.494;188.279;190.998;193.002;194.906;195.674;197.759;196.528;198.678;201.757;204.356;207.460;209.726;212.109;216.215;219.237;221.814;223.273;225.443;226.997;230.180;234.865;241.092;246.007;250.094;254.259;258.629;262.300;265.391;266.756;269.818;269.814;272.448;275.783;279.375;281.466;283.817;286.191;289.370;292.772;295.309;295.734;298.522;297.872;299.801;302.138;305.254;307.187;308.978;310.071;312.709;314.807;315.955;316.008;318.525;318.367;318.047;319.037;321.389;322.119;322.897;324.599;327.274;329.080;330.083;329.999;330.203;329.453;329.806;330.170;331.439;332.103;332.006;331.785;333.358;333.315;332.720;331.057;329.368;326.819;324.540;323.222;322.520;321.014;319.844;319.505;320.562;321.132;320.450;319.508;319.841;319.018;319.152;319.122;320.714;321.624;322.278;322.971;324.775;326.277;327.084;326.752;327.844;327.646;327.966;330.099;331.695;332.361;333.041;334.241;336.747;338.454;339.340;338.913;339.535;338.272;338.363;340.661;341.517;341.782;342.400;342.632;344.699;345.042;345.606;344.704;345.225;343.730;341.912;330.931;317.968;310.398;306.736;305.215;306.215;307.780;309.035;308.856;309.971;310.552;312.183;313.439;315.387;317.147;319.080;321.023;323.851;326.169;327.408;327.388;329.178;330.061;331.423;333.151;335.989;337.165;338.165;340.169;342.623;344.569;345.442;345.084;345.711;344.928;345.790
;1_Privado;4_Entre 45 y 64 años;1_Hombre;162.290;163.143;165.038;166.413;167.687;170.026;171.426;173.238;176.021;178.024;179.615;180.295;182.548;182.172;185.016;187.318;190.471;194.710;197.665;200.655;204.372;207.949;211.150;213.097;217.016;220.039;224.236;227.552;234.218;241.168;246.882;251.724;256.107;260.176;263.982;266.132;270.468;272.814;276.048;278.800;283.124;286.874;291.301;294.956;298.377;302.456;305.916;307.319;311.325;312.910;315.810;318.140;320.340;323.281;327.225;330.334;333.090;335.980;338.113;338.485;341.183;341.772;342.177;342.841;343.768;345.306;347.164;350.308;353.171;355.201;356.544;356.131;356.416;355.443;356.546;355.886;356.005;357.074;358.222;358.440;359.037;358.282;356.845;353.836;351.561;349.023;348.004;346.433;345.744;346.044;346.527;347.247;348.140;349.266;349.446;348.859;348.199;347.346;348.655;347.700;347.823;348.227;350.381;351.676;352.715;354.157;354.976;354.955;355.872;355.131;356.426;357.264;358.396;359.895;361.675;363.337;364.194;365.714;366.254;365.495;365.405;364.627;365.049;365.955;366.036;366.857;368.160;368.411;369.162;368.932;368.920;367.766;368.105;366.781;365.399;354.631;346.264;343.744;342.680;341.397;341.869;343.124;343.769;343.524;342.594;342.964;344.763;344.922;346.297;348.672;350.003;351.354;353.215;354.921;355.809;355.962;356.297;356.666;358.222;358.617;360.573;362.235;364.570;367.141;368.927;370.796;371.859;371.070;370.190;369.347;371.490
